2529 352 240
238 163 -1 1
239 163 -1 1
240 163 -1 1
241 163 -1 1
242 163 -1 1
243 163 -1 1
244 163 -1 1
245 163 -1 1
246 163 -1 1
247 163 -1 1
248 163 -1 1
249 163 -1 1
250 163 -1 1
251 163 -1 1
252 163 -1 1
253 163 -1 1
254 163 -1 1
255 163 -1 1
256 163 -1 1
257 163 -1 1
258 163 -1 1
259 163 -1 1
260 163 -1 1
261 163 -1 1
262 163 -1 1
263 163 -1 1
264 163 -1 1
265 163 -1 1
266 163 -1 1
267 163 -1 1
268 163 -1 1
269 163 -1 1
270 163 -1 1
277 163 -1 1
278 163 -1 1
279 163 -1 1
280 163 -1 1
281 163 -1 1
282 163 -1 1
283 163 -1 1
284 163 -1 1
285 163 -1 1
286 163 -1 1
287 163 -1 1
190 164 -1 1
191 164 -1 1
192 164 -1 1
193 164 -1 1
194 164 -1 1
195 164 -1 1
196 164 -1 1
197 164 -1 1
198 164 -1 1
199 164 -1 1
200 164 -1 1
201 164 -1 1
202 164 -1 1
203 164 -1 1
204 164 -1 1
205 164 -1 1
206 164 -1 1
207 164 -1 1
208 164 -1 1
209 164 -1 1
210 164 -1 1
211 164 -1 1
212 164 -1 1
213 164 -1 1
214 164 -1 1
215 164 -1 1
216 164 -1 1
217 164 -1 1
218 164 -1 1
219 164 -1 1
220 164 -1 1
221 164 -1 1
222 164 -1 1
223 164 -1 1
224 164 -1 1
225 164 -1 1
226 164 -1 1
227 164 -1 1
228 164 -1 1
229 164 -1 1
230 164 -1 1
231 164 -1 1
232 164 -1 1
233 164 -1 1
234 164 -1 1
235 164 -1 1
236 164 -1 1
237 164 -1 1
238 164 -1 1
239 164 -1 1
240 164 -1 1
241 164 -1 1
242 164 -1 1
243 164 -1 1
244 164 -1 1
245 164 -1 1
246 164 -1 1
247 164 -1 1
248 164 -1 1
249 164 -1 1
250 164 -1 1
251 164 -1 1
252 164 -1 1
253 164 -1 1
254 164 -1 1
255 164 -1 1
256 164 -1 1
257 164 -1 1
258 164 -1 1
259 164 -1 1
260 164 -1 1
261 164 -1 1
262 164 -1 1
263 164 -1 1
264 164 -1 1
265 164 -1 1
266 164 -1 1
267 164 -1 1
268 164 -1 1
269 164 -1 1
270 164 -1 1
271 164 -1 1
272 164 -1 1
276 164 -1 1
277 164 -1 1
278 164 -1 1
279 164 -1 1
280 164 -1 1
281 164 -1 1
282 164 -1 1
283 164 -1 1
284 164 -1 1
285 164 -1 1
286 164 -1 1
287 164 -1 1
191 165 -1 1
192 165 -1 1
193 165 -1 1
194 165 -1 1
195 165 -1 1
196 165 -1 1
197 165 -1 1
198 165 -1 1
199 165 -1 1
200 165 -1 1
201 165 -1 1
202 165 -1 1
203 165 -1 1
204 165 -1 1
205 165 -1 1
206 165 -1 1
207 165 -1 1
208 165 -1 1
209 165 -1 1
210 165 -1 1
211 165 -1 1
212 165 -1 1
213 165 -1 1
214 165 -1 1
215 165 -1 1
216 165 -1 1
217 165 -1 1
218 165 -1 1
219 165 -1 1
220 165 -1 1
221 165 -1 1
222 165 -1 1
223 165 -1 1
224 165 -1 1
225 165 -1 1
226 165 -1 1
227 165 -1 1
228 165 -1 1
229 165 -1 1
230 165 -1 1
231 165 -1 1
232 165 -1 1
233 165 -1 1
234 165 -1 1
235 165 -1 1
236 165 -1 1
237 165 -1 1
238 165 -1 1
239 165 -1 1
240 165 -1 1
241 165 -1 1
242 165 -1 1
243 165 -1 1
244 165 -1 1
245 165 -1 1
246 165 -1 1
247 165 -1 1
248 165 -1 1
249 165 -1 1
250 165 -1 1
251 165 -1 1
252 165 -1 1
253 165 -1 1
254 165 -1 1
255 165 -1 1
256 165 -1 1
257 165 -1 1
258 165 -1 1
259 165 -1 1
260 165 -1 1
261 165 -1 1
262 165 -1 1
263 165 -1 1
264 165 -1 1
265 165 -1 1
266 165 -1 1
267 165 -1 1
268 165 -1 1
269 165 -1 1
270 165 -1 1
271 165 -1 1
272 165 -1 1
273 165 -1 1
274 165 -1 1
275 165 -1 1
276 165 -1 1
277 165 -1 1
278 165 -1 1
279 165 -1 1
280 165 -1 1
281 165 -1 1
282 165 -1 1
283 165 -1 1
284 165 -1 1
285 165 -1 1
286 165 -1 1
287 165 -1 1
192 166 -1 1
193 166 -1 1
194 166 -1 1
195 166 -1 1
196 166 -1 1
197 166 -1 1
198 166 -1 1
199 166 -1 1
200 166 -1 1
201 166 -1 1
202 166 -1 1
203 166 -1 1
204 166 -1 1
205 166 -1 1
206 166 -1 1
207 166 -1 1
208 166 -1 1
209 166 -1 1
210 166 -1 1
211 166 -1 1
212 166 -1 1
213 166 -1 1
214 166 -1 1
215 166 -1 1
216 166 -1 1
217 166 -1 1
218 166 -1 1
219 166 -1 1
220 166 -1 1
221 166 -1 1
222 166 -1 1
223 166 -1 1
224 166 -1 1
225 166 -1 1
226 166 -1 1
227 166 -1 1
228 166 -1 1
229 166 -1 1
230 166 -1 1
231 166 -1 1
232 166 -1 1
233 166 -1 1
234 166 -1 1
235 166 -1 1
236 166 -1 1
237 166 -1 1
238 166 -1 1
239 166 -1 1
240 166 -1 1
241 166 -1 1
242 166 -1 1
243 166 -1 1
244 166 -1 1
245 166 -1 1
246 166 -1 1
247 166 -1 1
248 166 -1 1
249 166 -1 1
250 166 -1 1
251 166 -1 1
252 166 -1 1
253 166 -1 1
254 166 -1 1
255 166 -1 1
256 166 -1 1
257 166 -1 1
258 166 -1 1
259 166 -1 1
260 166 -1 1
261 166 -1 1
262 166 -1 1
263 166 -1 1
264 166 -1 1
265 166 -1 1
266 166 -1 1
267 166 -1 1
268 166 -1 1
269 166 -1 1
270 166 -1 1
271 166 -1 1
272 166 -1 1
273 166 -1 1
274 166 -1 1
275 166 -1 1
276 166 -1 1
277 166 -1 1
278 166 -1 1
279 166 -1 1
280 166 -1 1
281 166 -1 1
282 166 -1 1
283 166 -1 1
284 166 -1 1
285 166 -1 1
286 166 -1 1
193 167 -1 1
194 167 -1 1
195 167 -1 1
196 167 -1 1
197 167 -1 1
198 167 -1 1
199 167 -1 1
200 167 -1 1
201 167 -1 1
202 167 -1 1
203 167 -1 1
204 167 -1 1
205 167 -1 1
206 167 -1 1
207 167 -1 1
208 167 -1 1
209 167 -1 1
210 167 -1 1
211 167 -1 1
212 167 -1 1
213 167 -1 1
214 167 -1 1
215 167 -1 1
216 167 -1 1
217 167 -1 1
218 167 -1 1
219 167 -1 1
220 167 -1 1
221 167 -1 1
222 167 -1 1
223 167 -1 1
224 167 -1 1
225 167 -1 1
226 167 -1 1
227 167 -1 1
228 167 -1 1
229 167 -1 1
230 167 -1 1
231 167 -1 1
232 167 -1 1
233 167 -1 1
234 167 -1 1
235 167 -1 1
236 167 -1 1
237 167 -1 1
238 167 -1 1
239 167 -1 1
240 167 -1 1
241 167 -1 1
242 167 -1 1
243 167 -1 1
244 167 -1 1
245 167 -1 1
246 167 -1 1
247 167 -1 1
248 167 -1 1
249 167 -1 1
250 167 -1 1
251 167 -1 1
252 167 -1 1
253 167 -1 1
254 167 -1 1
255 167 -1 1
256 167 -1 1
257 167 -1 1
258 167 -1 1
259 167 -1 1
260 167 -1 1
261 167 -1 1
262 167 -1 1
263 167 -1 1
264 167 -1 1
265 167 -1 1
266 167 -1 1
267 167 -1 1
268 167 -1 1
269 167 -1 1
270 167 -1 1
271 167 -1 1
272 167 -1 1
273 167 -1 1
274 167 -1 1
275 167 -1 1
276 167 -1 1
277 167 -1 1
278 167 -1 1
279 167 -1 1
280 167 -1 1
281 167 -1 1
282 167 -1 1
283 167 -1 1
284 167 -1 1
285 167 -1 1
286 167 -1 1
195 168 -1 1
196 168 -1 1
197 168 -1 1
198 168 -1 1
199 168 -1 1
200 168 -1 1
201 168 -1 1
202 168 -1 1
203 168 -1 1
204 168 -1 1
205 168 -1 1
206 168 -1 1
207 168 -1 1
208 168 -1 1
209 168 -1 1
210 168 -1 1
211 168 -1 1
212 168 -1 1
213 168 -1 1
214 168 -1 1
215 168 -1 1
216 168 -1 1
217 168 -1 1
218 168 -1 1
219 168 -1 1
220 168 -1 1
221 168 -1 1
222 168 -1 1
223 168 -1 1
224 168 -1 1
225 168 -1 1
226 168 -1 1
227 168 -1 1
228 168 -1 1
229 168 -1 1
230 168 -1 1
231 168 -1 1
232 168 -1 1
233 168 -1 1
234 168 -1 1
235 168 -1 1
236 168 -1 1
237 168 -1 1
238 168 -1 1
239 168 -1 1
240 168 -1 1
241 168 -1 1
242 168 -1 1
243 168 -1 1
244 168 -1 1
245 168 -1 1
246 168 -1 1
247 168 -1 1
248 168 -1 1
249 168 -1 1
250 168 -1 1
251 168 -1 1
252 168 -1 1
253 168 -1 1
254 168 -1 1
255 168 -1 1
256 168 -1 1
257 168 -1 1
258 168 -1 1
259 168 -1 1
260 168 -1 1
261 168 -1 1
262 168 -1 1
263 168 -1 1
264 168 -1 1
265 168 -1 1
266 168 -1 1
267 168 -1 1
268 168 -1 1
269 168 -1 1
270 168 -1 1
271 168 -1 1
272 168 -1 1
273 168 -1 1
274 168 -1 1
275 168 -1 1
276 168 -1 1
277 168 -1 1
278 168 -1 1
279 168 -1 1
280 168 -1 1
281 168 -1 1
282 168 -1 1
283 168 -1 1
284 168 -1 1
285 168 -1 1
286 168 -1 1
196 169 -1 1
197 169 -1 1
198 169 -1 1
199 169 -1 1
200 169 -1 1
201 169 -1 1
202 169 -1 1
203 169 -1 1
204 169 -1 1
205 169 -1 1
206 169 -1 1
207 169 -1 1
208 169 -1 1
209 169 -1 1
210 169 -1 1
211 169 -1 1
212 169 -1 1
213 169 -1 1
214 169 -1 1
215 169 -1 1
216 169 -1 1
217 169 -1 1
218 169 -1 1
219 169 -1 1
220 169 -1 1
221 169 -1 1
222 169 -1 1
223 169 -1 1
224 169 -1 1
225 169 -1 1
226 169 -1 1
227 169 -1 1
228 169 -1 1
229 169 -1 1
230 169 -1 1
231 169 -1 1
232 169 -1 1
233 169 -1 1
234 169 -1 1
235 169 -1 1
236 169 -1 1
237 169 -1 1
238 169 -1 1
239 169 -1 1
240 169 -1 1
241 169 -1 1
242 169 -1 1
243 169 -1 1
244 169 -1 1
245 169 -1 1
246 169 -1 1
247 169 -1 1
248 169 -1 1
249 169 -1 1
250 169 -1 1
251 169 -1 1
252 169 -1 1
253 169 -1 1
254 169 -1 1
255 169 -1 1
256 169 -1 1
257 169 -1 1
258 169 -1 1
259 169 -1 1
260 169 -1 1
261 169 -1 1
262 169 -1 1
263 169 -1 1
264 169 -1 1
265 169 -1 1
266 169 -1 1
267 169 -1 1
268 169 -1 1
269 169 -1 1
270 169 -1 1
271 169 -1 1
272 169 -1 1
273 169 -1 1
274 169 -1 1
275 169 -1 1
276 169 -1 1
277 169 -1 1
278 169 -1 1
279 169 -1 1
280 169 -1 1
281 169 -1 1
282 169 -1 1
283 169 -1 1
284 169 -1 1
285 169 -1 1
286 169 -1 1
199 170 -1 1
200 170 -1 1
201 170 -1 1
202 170 -1 1
203 170 -1 1
204 170 -1 1
205 170 -1 1
206 170 -1 1
207 170 -1 1
208 170 -1 1
209 170 -1 1
210 170 -1 1
211 170 -1 1
212 170 -1 1
213 170 -1 1
214 170 -1 1
215 170 -1 1
216 170 -1 1
217 170 -1 1
218 170 -1 1
219 170 -1 1
220 170 -1 1
221 170 -1 1
222 170 -1 1
223 170 -1 1
224 170 -1 1
225 170 -1 1
226 170 -1 1
227 170 -1 1
228 170 -1 1
229 170 -1 1
230 170 -1 1
231 170 -1 1
232 170 -1 1
233 170 -1 1
234 170 -1 1
235 170 -1 1
236 170 -1 1
237 170 -1 1
238 170 -1 1
239 170 -1 1
240 170 -1 1
241 170 -1 1
242 170 -1 1
243 170 -1 1
244 170 -1 1
245 170 -1 1
246 170 -1 1
247 170 -1 1
248 170 -1 1
249 170 -1 1
250 170 -1 1
251 170 -1 1
252 170 -1 1
253 170 -1 1
254 170 -1 1
255 170 -1 1
256 170 -1 1
257 170 -1 1
258 170 -1 1
259 170 -1 1
260 170 -1 1
261 170 -1 1
262 170 -1 1
263 170 -1 1
264 170 -1 1
265 170 -1 1
266 170 -1 1
267 170 -1 1
268 170 -1 1
269 170 -1 1
270 170 -1 1
271 170 -1 1
272 170 -1 1
273 170 -1 1
274 170 -1 1
275 170 -1 1
276 170 -1 1
277 170 -1 1
278 170 -1 1
279 170 -1 1
280 170 -1 1
281 170 -1 1
282 170 -1 1
283 170 -1 1
284 170 -1 1
285 170 -1 1
286 170 -1 1
201 171 -1 1
202 171 -1 1
203 171 -1 1
204 171 -1 1
205 171 -1 1
206 171 -1 1
207 171 -1 1
208 171 -1 1
209 171 -1 1
210 171 -1 1
211 171 -1 1
212 171 -1 1
213 171 -1 1
214 171 -1 1
215 171 -1 1
216 171 -1 1
217 171 -1 1
218 171 -1 1
219 171 -1 1
220 171 -1 1
221 171 -1 1
222 171 -1 1
223 171 -1 1
224 171 -1 1
225 171 -1 1
226 171 -1 1
227 171 -1 1
228 171 -1 1
229 171 -1 1
230 171 -1 1
231 171 -1 1
232 171 -1 1
233 171 -1 1
234 171 -1 1
235 171 -1 1
236 171 -1 1
237 171 -1 1
238 171 -1 1
239 171 -1 1
240 171 -1 1
241 171 -1 1
242 171 -1 1
243 171 -1 1
244 171 -1 1
245 171 -1 1
246 171 -1 1
247 171 -1 1
248 171 -1 1
249 171 -1 1
250 171 -1 1
251 171 -1 1
252 171 -1 1
253 171 -1 1
254 171 -1 1
255 171 -1 1
256 171 -1 1
257 171 -1 1
258 171 -1 1
259 171 -1 1
260 171 -1 1
261 171 -1 1
262 171 -1 1
263 171 -1 1
264 171 -1 1
265 171 -1 1
266 171 -1 1
267 171 -1 1
268 171 -1 1
269 171 -1 1
270 171 -1 1
271 171 -1 1
272 171 -1 1
273 171 -1 1
274 171 -1 1
275 171 -1 1
276 171 -1 1
277 171 -1 1
278 171 -1 1
279 171 -1 1
280 171 -1 1
281 171 -1 1
282 171 -1 1
283 171 -1 1
284 171 -1 1
285 171 -1 1
204 172 -1 1
205 172 -1 1
206 172 -1 1
207 172 -1 1
208 172 -1 1
209 172 -1 1
210 172 -1 1
211 172 -1 1
212 172 -1 1
213 172 -1 1
214 172 -1 1
215 172 -1 1
216 172 -1 1
217 172 -1 1
218 172 -1 1
219 172 -1 1
220 172 -1 1
221 172 -1 1
222 172 -1 1
223 172 -1 1
224 172 -1 1
225 172 -1 1
226 172 -1 1
227 172 -1 1
228 172 -1 1
229 172 -1 1
230 172 -1 1
231 172 -1 1
232 172 -1 1
233 172 -1 1
234 172 -1 1
235 172 -1 1
236 172 -1 1
237 172 -1 1
238 172 -1 1
239 172 -1 1
240 172 -1 1
241 172 -1 1
242 172 -1 1
243 172 -1 1
244 172 -1 1
245 172 -1 1
246 172 -1 1
247 172 -1 1
248 172 -1 1
249 172 -1 1
250 172 -1 1
251 172 -1 1
252 172 -1 1
253 172 -1 1
254 172 -1 1
255 172 -1 1
256 172 -1 1
257 172 -1 1
258 172 -1 1
259 172 -1 1
260 172 -1 1
261 172 -1 1
262 172 -1 1
263 172 -1 1
264 172 -1 1
265 172 -1 1
266 172 -1 1
267 172 -1 1
268 172 -1 1
269 172 -1 1
270 172 -1 1
271 172 -1 1
272 172 -1 1
273 172 -1 1
274 172 -1 1
275 172 -1 1
276 172 -1 1
277 172 -1 1
278 172 -1 1
279 172 -1 1
280 172 -1 1
281 172 -1 1
282 172 -1 1
283 172 -1 1
284 172 -1 1
285 172 -1 1
206 173 -1 1
207 173 -1 1
208 173 -1 1
209 173 -1 1
210 173 -1 1
211 173 -1 1
212 173 -1 1
213 173 -1 1
214 173 -1 1
215 173 -1 1
216 173 -1 1
217 173 -1 1
218 173 -1 1
219 173 -1 1
220 173 -1 1
221 173 -1 1
222 173 -1 1
223 173 -1 1
224 173 -1 1
225 173 -1 1
226 173 -1 1
227 173 -1 1
228 173 -1 1
229 173 -1 1
230 173 -1 1
231 173 -1 1
232 173 -1 1
233 173 -1 1
234 173 -1 1
235 173 -1 1
236 173 -1 1
237 173 -1 1
238 173 -1 1
239 173 -1 1
240 173 -1 1
241 173 -1 1
242 173 -1 1
243 173 -1 1
244 173 -1 1
245 173 -1 1
254 173 -1 1
255 173 -1 1
256 173 -1 1
257 173 -1 1
258 173 -1 1
259 173 -1 1
260 173 -1 1
261 173 -1 1
262 173 -1 1
263 173 -1 1
264 173 -1 1
265 173 -1 1
266 173 -1 1
267 173 -1 1
268 173 -1 1
269 173 -1 1
270 173 -1 1
271 173 -1 1
272 173 -1 1
273 173 -1 1
274 173 -1 1
275 173 -1 1
276 173 -1 1
277 173 -1 1
278 173 -1 1
279 173 -1 1
280 173 -1 1
281 173 -1 1
282 173 -1 1
283 173 -1 1
284 173 -1 1
211 174 -1 1
212 174 -1 1
213 174 -1 1
214 174 -1 1
215 174 -1 1
216 174 -1 1
217 174 -1 1
218 174 -1 1
219 174 -1 1
220 174 -1 1
221 174 -1 1
222 174 -1 1
223 174 -1 1
224 174 -1 1
268 174 -1 1
269 174 -1 1
270 174 -1 1
271 174 -1 1
272 174 -1 1
273 174 -1 1
274 174 -1 1
275 174 -1 1
276 174 -1 1
277 174 -1 1
278 174 -1 1
279 174 -1 1
280 174 -1 1
281 174 -1 1
282 174 -1 1
283 174 -1 1
272 175 -1 1
273 175 -1 1
274 175 -1 1
275 175 -1 1
276 175 -1 1
277 175 -1 1
278 175 -1 1
279 175 -1 1
280 175 -1 1
281 175 -1 1
282 175 -1 1
